year,journal,doi,arxiv number,primary arxiv category,total number of authors,total number of ORCIDs linked to the authors,total number of affiliations,total number of ROR linked with the affiliations,"total number of related materials, type dataset","total number of related materials, type software"
2024,European Physical Journal C,10.1140/epjc/s10052-024-13361-w,,,2,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)012,2407.01666,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)001,2403.20102,hep-th,3,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)010,2311.04130,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)005,2406.14770,hep-th,5,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)011,2405.05341,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)025,2406.02667,hep-ph,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)029,2403.07140,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13313-4,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)020,2404.15233,hep-th,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)017,2402.16940,hep-ph,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)038,2312.16833,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)037,2405.09289,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)036,2404.08083,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)019,2407.19730,hep-ph,5,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)044,2406.01328,hep-th,2,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)050,2408.08517,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)051,2405.01647,hep-th,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)008,2403.20303,hep-ph,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13409-x,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13383-4,2404.12194,gr-qc,4,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13390-5,,,4,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13422-0,,,3,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13434-w,,,4,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13350-z,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13396-z,,,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)057,2405.10374,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)060,2406.08970,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)052,2405.03128,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13391-4,2406.12987,hep-th,4,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13415-z,,,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)073,2311.12121,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)065,2404.11680,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)067,2407.08208,gr-qc,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)055,2405.18898,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)080,2407.08782,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)076,2107.13130,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)069,2407.17748,hep-ph,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)034,2311.18782,cond-mat.str-el,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)013,2404.18220,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)048,2307.13736,quant-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)081,2312.12104,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13312-5,,,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)003,2310.13194,hep-ph,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)002,2405.18017,hep-ph,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)006,2406.05176,hep-th,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)007,2403.01837,hep-th,6,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)039,2407.16781,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)035,2408.04791,hep-th,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)033,2408.03670,hep-th,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)046,2407.06900,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13330-3,,,2,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13292-6,,,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)041,2408.06863,hep-ph,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13418-w,,,2,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13425-x,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13379-0,,,3,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13320-5,2404.02964,hep-ph,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13363-8,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13365-6,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13404-2,,,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13403-3,2403.05682,gr-qc,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)059,2408.06055,hep-th,1,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)062,2404.10412,hep-th,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)064,2404.16946,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13413-1,,,5,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13427-9,,,5,0,7,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13385-2,,,4,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13431-z,,,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)079,2406.13753,hep-ph,1,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)077,2311.07724,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)063,2310.02189,hep-th,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)045,2406.04642,hep-ex,382,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13375-4,2403.00511v3,hep-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)070,2407.16052,hep-th,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)096,2403.09563,hep-th,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)082,2408.04000,hep-th,1,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13438-6,,,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)089,2405.10061,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)098,2404.17233,hep-th,1,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)101,2406.12990,hep-th,3,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13408-y,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13412-2,,,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)087,2405.06742,hep-ph,3,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13356-7,,,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)086,2406.07643,hep-ph,6,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13398-x,2408.00226,gr-qc,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13450-w,2408.00424,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13440-y,,,3,0,10,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)113,2407.03416,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13432-y,,,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)114,2405.18928,hep-ex,468,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)107,2403.13186,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13445-7,,,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)104,2407.07555,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13454-6,,,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)120,2408.13984,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)117,2407.15925,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)128,2406.17079,hep-th,4,0,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)122,2311.02074,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13382-5,2406.13624,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13449-3,,,4,0,12,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13430-0,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)135,2402.08190v2,hep-ph,4,0,8,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13461-7,,,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)136,2404.12962,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)134,2405.17562,hep-th,5,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)150,2404.11696,math-ph,2,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)147,2406.17011,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)153,2401.07347,hep-ph,1,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)157,2408.10325,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)155,2312.03676,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)159,2406.09261,hep-th,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)145,2408.00823,hep-th,4,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13612-w,,,4,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13608-6,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13625-5,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13360-x,,,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13451-9,2405.19167,hep-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)146,2406.05772,hep-th,4,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)153,2405.13425,hep-ph,4,0,8,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)143,2404.12817,hep-ex,399,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)154,2403.07275,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13458-2,2306.17818,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)169,2406.16339,hep-th,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13370-9,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13399-w,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)163,2408.05267,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)157,2408.14350,hep-ph,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13452-8,2407.09819,hep-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)184,2407.04781,hep-th,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)180,2404.10815,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)181,2406.10220,hep-th,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)173,2403.03136,hep-th,3,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13489-9,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)175,2305.19311,hep-ph,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13488-w,,,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)197,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)198,2404.18323,hep-lat,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)196,2408.13544,hep-th,1,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)182,2406.10968,hep-th,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)194,2409.03015,hep-th,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)174,2407.03256,hep-ph,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13483-1,,,4,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13496-w,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13341-0,,,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)190,2409.03840,hep-ph,4,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13441-x,,,1,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13492-0,,,2,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13628-2,arXiv:2406.19661,hep-ph,5,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)167,2407.15090,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)160,2405.17177,hep-th,5,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)147,2403.10513,hep-th,5,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)204,2406.08557,hep-ph,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)210,2407.12413,hep-ph,5,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)203,2407.06267,hep-ph,2,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13509-8,,,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)221,2407.03403,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)201,2408.04848,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13514-x,,,6,0,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)230,2408.12686,hep-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)228,2310.10419,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)202,2408.00074,hep-th,4,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)214,2406.03950,hep-ph,9,0,11,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)249,2408.03726,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)224,2405.08082,hep-th,3,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13639-z,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13642-4,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13648-y,,,4,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13650-4,2406.18946,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)248,2404.15416,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)233,2406.10204,hep-ph,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)003,2103.01835,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)016,2407.09112,hep-ph,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)014,2407.02756,hep-th,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)011,2407.01670,hep-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)013,2407.21573,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13653-1,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13643-3,2403.04030,hep-ph,3,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)029,2403.16064,hep-ph,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)039,2408.05142,gr-qc,4,0,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)038,2403.16217,hep-th,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)041,2308.01078,gr-qc,4,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)040,2407.04653,hep-ph,5,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)043,2403.13712,hep-ph,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)048,2408.07684,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)052,2312.15111,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)051,2406.07617,hep-th,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)045,2407.11849,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)023,2406.01567,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)063,2407.12903,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)059,2408.17420,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)061,2406.10186,hep-th,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)055,2406.07606,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)004,2404.19761,hep-th,2,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)042,2401.12338,hep-th,3,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13652-2,,,1,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13659-9,2403.11862,hep-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)067,2312.09308,hep-th,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)065,2408.09243,gr-qc,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)064,2312.13364,hep-th,3,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)068,2409.04539,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)069,2405.09745,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)081,2407.19243,hep-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)071,2407.01675,hep-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)079,2408.09498,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)093,2404.07621,hep-th,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)100,2405.10016,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)098,2407.16202,hep-ph,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)053,2403.12155,hep-ph,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)072,2408.14959,hep-ph,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)088,2405.20001,hep-ph,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13377-2,2408.02281v1,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13406-0,,,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)093,2406.10518,hep-th,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)091,2404.19502,hep-ph,3,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13443-9,,,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)083,2404.13089,quant-ph,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)095,2407.16756,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)102,2406.04622,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)105,2404.17286,hep-th,4,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13442-w,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13446-6,2408.03729,gr-qc,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13358-5,,,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)112,2406.18633,hep-th,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13401-5,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13447-5,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)123,2311.04209,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13388-z,,,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)105,2306.14996,hep-th,1,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)110,2312.16671,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13405-1,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)118,2405.04736,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)113,2407.15382,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)132,2409.02176,hep-th,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)125,2405.18145,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)127,2403.06778,hep-th,3,0,8,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)109,2312.14859,hep-th,4,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13469-z,,,1,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13457-3,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)126,2408.12643,hep-th,1,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)138,2406.02132,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13407-z,,,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)136,2404.01028,hep-th,4,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)134,2312.09074,cond-mat.str-el,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)142,2409.00168,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)140,2403.12123,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)139,2405.18466,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)135,2404.18147,gr-qc,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)141,2409.08620,hep-ph,4,0,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)149,2405.03877,hep-th,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)151,2405.02072,hep-th,5,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)158,2409.06667,hep-th,3,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)154,2407.09470,gr-qc,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13629-1,,,9,0,10,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13627-3,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13576-x,2312.03179,hep-ex,9,0,13,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13462-6,,,2,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13473-3,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13456-4,2408.02452,hep-ph,2,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13467-1,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)150,2407.13601,gr-qc,4,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)149,2406.09970,hep-ph,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)148,2403.05208,hep-th,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)145,2311.15681,hep-ph,2,0,4,0,0,0
